index,Ganancia bruta,Ganancia (pérdida),Ingresos de actividades ordinarias,Costo de ventas,Patrimonio total,Total pasivos,Total de activos,Ganancias acumuladas,Pasivos corrientes totales,Activos corrientes totales,Sector,event
13230,2281368.333333333,182437.3333333333,2281368.333333333,,15604627.333333334,16024788.333333334,31629415.666666668,-19512.666666666668,15891827.666666666,12031125.666666666,S,0.0
4953,1252705.6666666667,209802.0,1845209.3333333333,592503.6666666666,13112386.0,5308920.666666667,18421306.666666668,2050949.3333333333,790285.3333333334,727780.0,L,0.0
10722,16827.5,1298562.5,16827.5,0.0,3245542.0,10272764.5,13518306.5,3217785.0,755466.0,8247673.5,L,0.0
484,26047724.33333333,1184646.6666666667,79811777.0,53764052.66666666,6060876.333333333,7915344.333333333,13976220.666666666,2996381.0,7749818.0,11211470.666666666,G,0.0
2985,14990913.333333334,3373118.0,41917695.66666666,26926782.33333333,42402392.333333336,16551856.333333334,58954248.66666666,6721764.333333333,10544696.333333334,23700963.666666668,F,0.0
6396,10487400.666666666,503420.6666666667,10487400.666666666,0.0,15864359.333333334,5395434.0,21259793.33333333,4770074.666666667,1866479.3333333333,7418291.666666667,P,0.0
14316,2377911.0,119530.0,4454877.5,2076966.5,4294806.5,3383350.0,7678156.5,4123708.5,2282520.5,5710331.0,G,0.0
8116,5381818.333333333,2819040.6666666665,8518137.666666666,4704479.0,15780282.666666666,9418672.333333334,25198955.0,15280282.666666666,616895.0,3237634.6666666665,A,0.0
16932,787548.0,3704.0,3121398.0,2333850.0,65241.0,815938.0,881179.0,-58733.0,815938.0,845760.0,G,0.0
12663,642668.6666666666,70285.0,2000694.6666666667,1358026.0,2963050.6666666665,8739716.666666666,11702767.333333334,-514702.3333333333,1065682.6666666667,1377175.0,A,0.0
5827,1524295.6666666667,1418232.3333333333,2340733.0,816437.3333333334,30555504.666666668,7305489.333333333,37860994.0,21245431.0,217865.66666666663,2623510.6666666665,L,0.0
16867,3948166.0,147041.0,4733934.0,785768.0,232787.0,336362.0,569149.0,216391.0,336362.0,484698.0,Q,0.0
17251,512644.0,-755225.0,2012134.0,1499490.0,2183355.0,2958953.0,5142308.0,1433355.0,1963856.0,3258080.0,M,0.0
8766,3544979.333333333,313508.3333333333,7892268.666666667,4347289.333333333,3784195.0,13626961.0,17411156.0,1074195.0,10652860.333333334,16344500.333333334,F,0.0
9922,1136761.0,685860.0,3107942.0,1971181.0,3364542.5,3654964.0,7019506.5,2048173.0,1354270.5,2478696.0,B,0.0
13810,710208.0,41014.5,3909312.5,3199104.5,1149438.5,1402956.5,2552395.0,854891.5,1325016.5,1972375.0,F,0.0
4363,1336920.0,270257.0,1336920.0,0.0,15241360.333333334,3487338.6666666665,18728699.0,15060176.0,731182.0,659458.0,L,0.0
17232,1215112.0,159481.0,3349839.0,2134727.0,663396.0,1093331.0,1756727.0,500230.0,1086410.0,1513639.0,G,0.0
17574,817345.0,3547.0,3559325.0,2741980.0,1197379.0,1319105.0,2516484.0,947806.0,899307.0,2456104.0,G,0.0
1118,5860304.666666667,954857.6666666666,26274847.33333333,20414542.666666668,31085143.33333333,7001386.666666667,38086530.0,22479418.0,5667827.333333333,26085830.33333333,C,0.0
7483,1404547.3333333333,-168995.0,5166942.0,3762394.6666666665,3171588.6666666665,3517929.333333333,6689518.0,3121253.6666666665,752732.3333333334,6674214.333333333,F,0.0
17765,479278.0,95987.0,1432271.0,952993.0,57095.0,2388261.0,2445356.0,-182246.0,428313.0,563583.0,C,0.0
10475,2168162.0,146461.0,12038775.0,9870613.0,3433182.0,1856226.0,5289408.0,2579392.0,1789345.5,4996000.5,G,0.0
15814,2877646.0,6086.0,2972266.0,94620.0,2435637.0,384680.0,2820317.0,541039.0,384680.0,1639991.0,G,0.0
2036,124440.0,-14164.666666666666,124440.0,,7015485.0,263020.3333333333,7278505.333333333,2487387.333333333,20733.0,188365.66666666663,L,0.0
5857,1656335.3333333333,392104.3333333333,9009077.0,7352741.666666667,4725629.0,4602079.0,9327708.0,3512573.6666666665,4108335.6666666665,8135953.0,F,0.0
8896,434766.0,2002645.0,932084.6666666666,745978.0,9625314.0,6027186.666666667,15652500.666666666,9466045.0,2844007.0,3322504.6666666665,K,0.0
12611,-152124.0,-1269517.3333333333,1825536.6666666667,1977660.6666666667,5826464.666666667,4698944.0,10525408.666666666,2638497.6666666665,2666189.0,2267458.6666666665,A,0.0
16858,826342.0,43642.0,2680982.0,1854640.0,1259807.0,846797.0,2106604.0,1091011.0,615054.0,1456414.0,G,0.0
6250,1632881.0,1112433.3333333333,13024875.0,11391994.0,5613811.666666667,7654219.666666667,13268031.333333334,3002940.0,3879104.6666666665,9377127.0,C,0.0
17576,183139.0,736081.0,183139.0,,1475668.0,3920777.0,5396445.0,-402067.0,121467.0,2551254.0,K,0.0
17367,594284.0,17783.0,1894777.0,1300493.0,813005.0,443715.0,1256720.0,658343.0,443715.0,1153166.0,G,0.0
5434,1123550.0,93303.66666666669,1621882.6666666667,498332.6666666667,8426221.333333334,1095944.0,9522165.333333334,211744.3333333333,1095944.0,2949105.6666666665,A,0.0
11406,53735.0,-32861.0,53735.0,,712379.0,962721.0,1675100.0,709379.0,905667.0,0.0,L,0.0
19036,6215011.0,653381.0,6215011.0,,-18020396.0,28316167.0,10295771.0,-19024783.0,28316167.0,748041.0,K,0.0
4543,6646336.666666667,567614.3333333334,19256570.33333333,12610233.666666666,6153321.0,10539765.333333334,16693086.333333334,1606090.3333333333,5949017.666666667,7979946.0,C,0.0
10271,953934.0,588538.0,953934.0,,19567163.0,3508855.5,23076018.5,1132176.0,861947.5,12887705.0,F,0.0
7225,44761.66666666666,-42806.333333333336,44761.66666666666,0.0,10685449.333333334,340025.6666666667,11025475.0,4633872.666666667,201441.66666666663,3491664.333333333,L,0.0
18636,1150299.0,375421.0,1150299.0,,3226240.0,2381864.0,5608104.0,2103487.0,2087299.0,1994574.0,K,0.0
8252,2134100.6666666665,1788915.0,2134100.6666666665,0.0,7552813.333333333,4841309.0,12394122.333333334,1397229.3333333333,302803.6666666667,2196748.0,A,0.0
3348,2495005.6666666665,566561.6666666666,5542488.666666667,3047483.0,3683683.6666666665,3811486.0,7495169.666666667,1825480.0,521433.0,1919075.3333333333,G,0.0
10622,0.0,-3859574.5,0.0,0.0,-1269635.5,71832559.5,70562924.0,-5256061.5,7744078.5,1814907.5,M,0.0
12767,2495467.333333333,114703.33333333331,2495467.333333333,0.0,1248166.6666666667,1497944.0,2746110.6666666665,390085.3333333333,1286017.6666666667,1215031.6666666667,L,0.0
5031,7482647.0,1570083.0,27580313.0,20097666.0,9807402.0,19932688.666666668,29740090.666666668,7082953.333333333,19624256.0,18679656.0,G,0.0
15641,132079.0,128995.0,132079.0,,1786764.0,2578917.0,4365681.0,1768764.0,3289.0,61001.0,K,0.0
18360,2020913.0,155830.0,6443487.0,4422574.0,3578427.0,9441656.0,13020083.0,625944.0,6268697.0,12450571.0,J,0.0
4617,405152.0,231203.3333333333,405152.0,0.0,2632071.333333333,1493999.0,4126070.3333333335,1797169.3333333333,932142.6666666666,1000298.6666666666,L,0.0
8077,3626227.3333333335,192930.3333333333,27390232.33333333,23764005.0,1162884.6666666667,5452354.666666667,6615239.333333333,1218.0,3055562.6666666665,4291558.333333333,A,0.0
13952,805546.0,175388.5,3896218.5,3090672.5,1975213.0,2019442.5,3994655.5,1534079.0,1594072.0,3917185.5,C,0.0
5904,27354801.0,1874405.0,150318555.66666666,122963754.66666669,8767909.0,47142596.0,55910505.0,3450508.333333333,43531851.333333336,53149495.66666666,G,0.0
13963,7776798.0,26137.0,22181934.0,14405136.0,5324275.0,9025820.5,14350095.5,2012001.0,3187485.0,5715450.5,H,0.0
9114,1640569.0,121655.0,3655939.6666666665,3023056.0,18511926.0,6534808.333333333,25046734.33333333,13619443.666666666,1551864.6666666667,6766605.333333333,F,0.0
13204,3914316.6666666665,-2259440.333333333,35757633.333333336,31843316.666666668,23428001.33333333,15168021.666666666,38596023.0,-5335079.666666667,9811453.666666666,13819259.666666666,R,0.0
14292,1458307.5,348948.5,5324362.0,3866054.5,899509.0,447404.5,1346913.5,407922.5,447404.5,427863.5,C,0.0
14058,226070.0,-17975.5,226070.0,,3376189.0,3537199.5,6913388.5,2734390.0,596237.5,1363199.5,I,0.0
5882,6885206.666666667,5470720.666666667,14270295.333333334,7385088.666666667,85403911.0,581530.6666666666,85985441.66666667,43870533.0,311522.6666666667,24668677.0,K,0.0
19836,4429688.0,39280.0,4429688.0,,1421846.0,903807.0,2325653.0,383145.0,879817.0,2096011.0,M,0.0
12530,15418748.666666666,1144353.3333333333,41464371.66666666,26045623.0,9750431.666666666,31096475.0,40846906.66666666,4382431.666666667,24632645.33333333,33489515.33333333,G,0.0
878,577725.3333333334,86090.0,4513330.0,3935604.6666666665,729791.3333333334,13873752.333333334,14603543.666666666,562794.3333333334,301474.6666666667,11899898.0,F,0.0
6594,1513573.0,116463.33333333331,3780365.0,2266792.0,5164544.666666667,6618437.0,11782981.666666666,523187.6666666667,4468939.0,3565860.333333333,C,0.0
15222,673423.0,107129.0,3030571.0,2357148.0,875365.5,747327.5,1622693.0,699741.5,747327.5,1461379.5,C,0.0
6829,2529416.6666666665,438801.3333333333,25350443.0,22821026.33333333,4293687.333333333,4569119.0,8862806.333333334,2099117.333333333,4465066.333333333,7268802.666666667,G,0.0
2282,21918020.33333333,1627636.3333333333,21919057.666666668,3112.0,6746080.333333333,4457374.0,11203454.333333334,4246317.666666667,2979388.0,6768131.666666667,J,0.0
4230,6076511.0,497139.6666666667,35965227.333333336,29888716.33333333,2824323.6666666665,6134529.666666667,8958853.333333334,1497376.0,5475721.0,8629875.0,G,0.0
18439,871964.0,23838.0,2647451.0,1775487.0,1158882.0,1122821.0,2281703.0,-43918.0,1122821.0,2236762.0,G,0.0
14620,339563.0,25790.0,4235613.0,3896050.0,666729.5,901740.5,1568470.0,-808169.5,475955.0,677038.5,I,0.0
852,1318951.0,2387356.333333333,8124535.666666667,6805584.666666667,9368911.0,50956185.0,60325096.0,4702950.0,38298329.66666666,33240180.666666668,F,0.0
11698,25953803.0,-2918000.0,82359342.0,56405539.0,9931250.0,55910662.0,65841912.0,7057351.0,25812961.0,51048082.0,C,0.0
19190,1039388.0,347786.0,9620379.0,8580991.0,975661.0,4503456.0,5479117.0,347784.0,2079709.0,4163820.0,F,0.0
427,775763.0,-49094.66666666666,919358.0,143595.0,10337011.666666666,1772965.0,12109976.666666666,3617647.3333333335,241112.3333333333,1401867.6666666667,A,0.0
7086,263178.0,26185.33333333333,263178.0,0.0,5512104.0,1080729.3333333333,6592833.333333333,4115165.3333333335,62870.66666666666,497207.0,L,0.0
13141,4289885.0,6873.666666666667,8441738.0,4151853.0,16091317.666666666,114497453.66666669,130588771.33333331,12590829.0,26454341.33333333,112357292.0,F,0.0
15776,1044793.0,-33746.0,2559918.0,1515125.0,739011.0,288769.0,1027780.0,591107.0,288769.0,890079.0,G,0.0
17466,868768.0,111528.0,2899274.0,2030506.0,905911.0,1528307.0,2434218.0,755911.0,1528307.0,1196234.0,G,0.0
9433,8469623.333333334,954849.0,12307240.666666666,3837617.3333333335,3632647.3333333335,10733292.333333334,14365939.666666666,-67352.66666666667,2772019.6666666665,14245000.0,J,0.0
13105,58867.66666666666,-3329.333333333333,58867.66666666666,0.0,2592772.333333333,1728981.3333333333,4321753.666666667,2492772.333333333,1466150.3333333333,1635625.3333333333,L,0.0
15295,65316.5,7082.0,65316.5,0.0,174741.0,184263.0,359004.0,24741.0,114263.0,359004.0,K,0.0
265,1019108.0,199477.0,1189173.0,255097.5,32303009.0,3297349.333333333,35600358.333333336,17488215.0,932795.0,616321.3333333334,L,0.0
803,3699246.0,882620.3333333334,29545173.666666668,25845927.666666668,9137098.666666666,14326138.333333334,23463237.0,7006635.333333333,10356915.333333334,11937703.0,F,0.0
1203,3762527.0,786913.3333333334,16991081.666666668,13228554.666666666,20547077.666666668,11614224.0,32161301.666666668,20007077.666666668,4636705.666666667,9425970.666666666,F,0.0
3097,12057524.0,917069.0,23684780.666666668,11627256.666666666,11861650.0,12609687.0,24471337.0,10475410.666666666,6723507.0,11353209.666666666,C,0.0
2253,6570571.333333333,1197305.3333333333,52279179.0,45708607.66666666,11513339.0,6352120.333333333,17865459.333333332,9274614.333333334,3572863.0,11751613.0,G,0.0
12021,2354750.0,331678.0,7997681.0,5642931.0,1229196.0,1495985.0,2725181.0,809196.0,594675.0,2102141.0,F,0.0
7613,3325931.0,1042670.6666666666,14920312.333333334,11594381.333333334,1185265.6666666667,2091102.3333333333,3276368.0,-74734.33333333333,773253.6666666666,1243572.0,G,0.0
2007,1113446.6666666667,106848.0,7466819.666666667,6353373.0,6541372.333333333,5378634.666666667,11920007.0,4414287.333333333,1082315.3333333333,1990197.6666666667,G,0.0
14547,171474.0,439485.5,171474.0,0.0,5707170.0,20543.0,5727713.0,1490539.0,20543.0,5723562.0,K,0.0
12660,3427081.333333333,-137685.33333333334,7127636.666666667,3700555.3333333335,1274828.6666666667,2901678.6666666665,4176507.3333333335,839893.3333333334,1438891.0,1801902.3333333333,G,0.0
19778,90039.0,-53967.0,229215.0,139176.0,846.0,181140.0,181986.0,-99154.0,181140.0,109491.0,N,0.0
3808,6379635.666666667,870777.3333333334,39423470.66666666,33043835.0,40618905.0,48821069.0,89439974.0,16094158.0,25304489.666666668,25542158.0,C,0.0
841,13781324.0,900957.0,84737785.66666667,70956461.66666667,43650169.66666666,30522754.33333333,74172924.0,34885714.666666664,27373115.666666668,29561527.666666668,C,0.0
18234,2303560.0,152387.0,4099937.0,1796377.0,2169002.0,1603009.0,3772011.0,427584.0,1285862.0,715401.0,I,0.0
19610,0.0,2893407.0,0.0,,23521175.0,2965309.0,26486484.0,3937432.0,276209.0,26486484.0,L,0.0
13856,734315.0,331202.0,4484148.0,3749833.0,1933613.5,2171585.0,4105198.5,1626246.5,1426983.0,1333220.5,G,0.0
13556,1564738.5,279645.0,5257844.0,3693105.5,4069986.0,2658391.5,6728377.5,3782177.5,2212908.5,4412603.5,M,0.0
13735,4426645.5,513126.5,4426645.5,,2132169.5,575849.0,2708018.5,1975586.5,575849.0,2545851.0,J,0.0
15804,870298.0,100215.0,2463743.0,1593445.0,3574974.0,735646.0,4310620.0,512008.0,711004.0,2250615.0,G,0.0
17979,1452971.0,81007.0,3580343.0,2127372.0,583346.0,1961531.0,2544877.0,408731.0,1822505.0,1298064.0,C,0.0
12990,1985209.3333333333,716167.3333333334,2331937.6666666665,520092.5,5414157.0,2611854.0,8026011.0,5242273.0,1000609.3333333334,488434.3333333333,L,0.0
11464,146420.0,74293.0,146420.0,,3113534.0,71206.0,3184740.0,1213522.0,71206.0,419796.0,L,0.0
1395,10642983.333333334,-548874.3333333334,46420670.0,35777686.666666664,6111023.0,19540040.0,25651063.0,5755821.0,19540040.0,24761023.33333333,G,0.0
4501,1440167.3333333333,-23596.0,13323021.333333334,11882854.0,12881366.333333334,7058837.666666667,19940204.0,11722740.333333334,4422628.0,4069857.3333333335,A,0.0
6849,1230438.0,1055999.6666666667,4651547.333333333,3421109.333333333,13838675.0,3995126.3333333335,17833801.333333332,10198112.0,1623293.3333333333,1875518.3333333333,A,0.0
16039,200806.0,66888.0,2078029.0,1877223.0,1714260.0,334281.0,2048541.0,66888.0,334281.0,2046352.0,C,0.0
14558,1055587.0,117965.0,4394538.0,3338951.0,1721402.5,1673674.0,3395076.5,1205181.5,1673674.0,2069507.0,G,0.0
18808,861133.0,13826.0,3733955.0,2872822.0,498158.0,7064666.0,7562824.0,146440.0,664675.0,7418437.0,F,0.0
11427,1047624.0,143905.0,1047624.0,,19349096.0,5233087.0,24582183.0,16374052.0,406067.0,1681314.0,L,0.0
6059,6933252.0,1274273.3333333333,28759128.33333333,21825876.33333333,3910696.6666666665,10207506.666666666,14118203.333333334,3156804.333333333,6818941.0,11662135.0,G,0.0
15897,99008625.0,21144206.0,102080883.0,3072258.0,27434524.0,28727391.0,56161915.0,23294042.0,28676034.0,51993911.0,M,0.0
19232,3.0,-8181.0,3.0,,3244800.0,60397.0,3305197.0,-63482.0,60397.0,605726.0,L,0.0
3534,1515972.3333333333,-259655.3333333333,7912240.0,6396267.666666667,256062.66666666663,2934206.0,3190268.6666666665,-131932.33333333334,2480745.6666666665,2178511.0,G,0.0
4391,846940.6666666666,280511.6666666667,7905216.333333333,7058275.666666667,2904188.0,477828.6666666667,3382016.6666666665,304279.3333333333,435674.3333333333,1319714.0,G,0.0
2311,4267307.333333333,1287141.6666666667,19851401.666666668,15584094.333333334,12301344.0,14021331.666666666,26322675.666666668,10458191.0,10024773.333333334,10997861.0,C,0.0
7411,3034630.333333333,-1369109.3333333333,5759561.666666667,2724931.333333333,466106.3333333333,4327964.666666667,4794071.0,-9871193.666666666,4323561.666666667,4701049.666666667,G,0.0
6385,2361275.6666666665,941345.3333333334,5022230.666666667,2660955.0,9721579.333333334,2363758.0,12085337.333333334,3486403.333333333,2339948.6666666665,11967782.0,H,0.0
10726,274308.5,6896.0,577414.0,303105.5,137759.0,515680.0,653439.0,79519.5,393035.0,646497.0,M,0.0
12242,1604542.0,3454499.0,1604542.0,,29690009.0,2343031.0,32033040.0,13654420.0,126528.0,4544591.0,L,0.0
12017,6859321.0,414998.0,63350523.0,56491202.0,3929284.0,6792592.0,10721876.0,2910269.0,6052145.0,5266778.0,G,0.0
4242,9027400.666666666,3651032.3333333335,30288117.666666668,21260717.0,12762346.333333334,21898461.666666668,34660808.0,8484946.333333334,7981088.666666667,6487263.666666667,B,0.0
19907,353843.0,120974.0,353843.0,0.0,419210.0,570946.0,990156.0,319210.0,295372.0,82062.0,L,0.0
982,3498152.333333333,1410887.3333333333,9054920.666666666,5556768.333333333,5936279.666666667,1192155.0,7128434.666666667,4175034.6666666665,293680.6666666667,743643.0,J,0.0
2909,531586.0,-10921.333333333334,2702732.333333333,2171146.333333333,5399720.666666667,2155507.6666666665,7555228.333333333,4354127.0,1208895.3333333333,3571284.6666666665,G,0.0
11904,0.0,-23266.0,0.0,,2092150.0,26858.0,2119008.0,60030.0,26858.0,1676952.0,L,0.0
9887,568206.0,11043.5,582598.5,28785.0,2102281.5,4329586.0,6431867.5,169320.0,497810.0,609920.5,F,0.0
14709,1940376.5,-2651843.0,8215085.0,6274708.5,101409.5,5618431.5,5719841.0,-1294764.5,4833368.5,3960678.5,M,0.0
587,3125001.333333333,254189.3333333333,17732551.0,14607549.666666666,6206593.333333333,4559320.333333333,10765913.666666666,5238380.666666667,3795743.0,5045720.0,G,0.0
1096,1173977.0,313862.0,6589768.0,5415791.0,5251413.666666667,5095920.333333333,10347334.0,4735427.0,2385908.0,3388739.6666666665,N,0.0
13185,2539032.0,275022.6666666667,4815474.333333333,2276442.333333333,4071074.0,9869475.333333334,13940549.333333334,2277304.6666666665,2702960.333333333,7315579.0,M,0.0
18906,0.0,-26122.0,0.0,0.0,380197.0,912177.0,1292374.0,330197.0,912177.0,1048258.0,C,0.0
1735,3290443.0,2519914.0,7204363.0,5870880.0,1640172.0,7367745.666666667,9007917.666666666,844765.6666666666,6715887.666666667,7144133.333333333,G,0.0
3392,3910771.6666666665,1993303.0,3910771.6666666665,,22019200.33333333,5095537.666666667,27114738.0,8734495.333333334,743225.0,545763.0,L,0.0
11222,1069842.0,193407.0,1069842.0,,558939.0,1573079.0,2132018.0,184065.0,1120316.0,464058.0,L,0.0
17954,942485.0,182598.0,3929899.0,2987414.0,1334180.0,501110.0,1835290.0,402286.0,472450.0,1446726.0,I,0.0
17364,522845.0,20373.0,3279407.0,2756562.0,307391.0,770386.0,1077777.0,188354.0,769669.0,754385.0,G,0.0
14663,-108873.5,-571741.5,32515.0,141388.5,7336476.5,2527602.0,9864078.5,-362172.5,1246249.5,86414.0,A,0.0
7461,1494950.0,118262.33333333331,5559173.333333333,4064223.3333333335,1821898.3333333333,3351154.6666666665,5173053.0,1647378.3333333333,2681332.0,3499676.6666666665,G,0.0
14810,1758636.5,250683.0,1758636.5,0.0,3923489.5,5508321.5,9431811.0,3410507.0,5214054.0,1767292.0,H,0.0
10600,1736498.0,613112.5,1736498.0,,1260554.5,25993891.0,27254445.5,1121260.0,25993891.0,27254445.5,N,0.0
19004,645071.0,81978.0,2724561.0,2079490.0,348274.0,1243403.0,1591677.0,-26726.0,1243403.0,1369714.0,C,0.0
7831,7411655.0,1251066.3333333333,22537842.666666668,15126187.666666666,7530129.333333333,10488452.333333334,18018581.666666668,4228246.333333333,6355144.666666667,13150247.666666666,J,0.0
16935,396020.0,50208.0,1877779.0,1481759.0,1190508.0,192959.0,1383467.0,1146157.0,192959.0,1276993.0,G,0.0
10008,75621747.0,5965397.0,187306790.0,111685043.0,121271265.5,123061725.5,244332991.0,22505483.5,46076704.0,131019250.0,G,0.0
15500,1221967.5,-65974.0,1221967.5,0.0,12864.0,1529874.5,1542738.5,-84358.5,780697.5,1354381.0,J,0.0
6178,758990.3333333334,203533.0,5631603.666666667,4872613.333333333,5606566.666666667,5141665.0,10748231.666666666,3900802.3333333335,4877452.666666667,2460242.6666666665,C,0.0
24,302017.6666666667,22758.666666666668,303376.6666666667,2038.5,949509.6666666666,3129296.333333333,4078806.0,844509.6666666666,706827.6666666666,184040.3333333333,L,0.0
15066,44003.0,1139586.5,44003.0,0.0,6417323.5,531953.5,6949277.0,4538492.5,53158.5,4001522.0,L,0.0
7860,1044041.3333333334,1506600.0,1923767.6666666667,879726.3333333334,3892802.6666666665,3907057.0,7799859.666666667,2551644.333333333,3826096.6666666665,2734704.0,L,0.0
6967,527748.3333333334,93325.33333333331,3290903.6666666665,2763155.333333333,3439202.333333333,2980057.0,6419259.333333333,2280713.5,216818.66666666663,1596543.6666666667,B,0.0
8342,6505460.666666667,104624.33333333331,44625619.0,38120158.333333336,7885855.666666667,17522601.666666668,25408457.33333333,-1309898.0,17304837.333333332,24756330.666666668,H,0.0
5418,2525311.6666666665,69964.0,5826954.0,3301642.333333333,15828424.0,2695620.0,18524044.0,8656364.333333334,1552020.0,2604044.333333333,C,0.0
12540,3828803.0,-11247074.0,17946178.0,14117375.0,-12569103.0,28718733.0,16149630.0,-22477821.0,17104516.0,9546869.0,N,1.0
13276,1005612.0,61649.5,2050104.0,1044492.0,1842617.0,1111236.0,2953853.0,1401226.0,501496.0,1383691.0,G,0.0
5762,7705046.0,-2529790.6666666665,13482770.666666666,5777724.666666667,19340462.33333333,14392585.666666666,33733048.0,12751204.333333334,2065943.3333333333,21139653.33333333,C,0.0
18832,1718136.0,-389763.0,2103841.0,385705.0,1316477.0,1469496.0,2785973.0,945065.0,1469496.0,2701120.0,J,0.0
4915,2606741.6666666665,650343.6666666666,14738478.0,12131736.333333334,5168976.333333333,2170031.0,7339007.333333333,4205467.333333333,887256.6666666666,5523992.666666667,G,0.0
1378,2945584.333333333,758060.0,12242913.0,9297328.666666666,9855382.333333334,2788969.0,12644351.333333334,-600272.6666666666,1832656.3333333333,8073254.666666667,C,0.0
10018,823775.0,311730.0,5231044.5,4407269.5,2997264.5,7302579.0,10299843.5,1381220.0,5002083.0,7738300.0,F,0.0
5848,3128924.333333333,170388.33333333334,7169666.666666667,4040742.3333333335,5641272.333333333,3703173.6666666665,9344446.0,2296104.0,3238416.333333333,4015376.3333333335,C,0.0
3690,3193539.333333333,4174839.3333333335,5851216.0,2657676.6666666665,8226163.0,4611414.333333333,12837577.333333334,4682466.333333333,4501397.666666667,8105473.333333333,B,0.0
19827,750220.0,54562.0,2168865.0,1418645.0,1182178.0,1174129.0,2356307.0,-117822.0,154152.0,2349393.0,G,0.0
6221,1098857.3333333333,994554.6666666666,1098857.3333333333,0.0,8897273.333333334,1107326.3333333333,10004599.666666666,5849396.0,1107326.3333333333,1872570.0,L,0.0
2567,1224837.0,263748.6666666667,6023593.666666667,4798756.666666667,1581181.0,301523.0,1882704.0,1086398.6666666667,301523.0,1869555.0,G,0.0
5228,3730039.3333333335,1635435.0,8596338.0,4866298.666666667,9943625.333333334,7123287.666666667,17066913.0,9266923.333333334,2822365.0,11463872.0,G,0.0
